"","PROBEID","GENENAME","ORF"
"7758","8482_at","VHS3","YOR054C"
"7759","8483_at",NA,"YOR055W"
"7760","8484_at","NOB1","YOR056C"
"7761","8485_at","SGT1","YOR057W"
"7762","8486_at","ASE1","YOR058C"
"7763","8487_at","LPL1","YOR059C"
"7764","8488_at","SLD7","YOR060C"
"7765","8489_at","CKA2","YOR061W"
"7766","8490_at",NA,"YOR062C"
"7767","8491_at","RPL3","YOR063W"
"7768","8492_at","YNG1","YOR064C"
"7769","8493_at","CYT1","YOR065W"
"7770","8494_at","MSA1","YOR066W"
"7771","8495_at","ALG8","YOR067C"
"7772","8496_at","VAM10","YOR068C"
"7773","8497_at","GYP1","YOR070C"
"7774","8498_at","NRT1","YOR071C"
"7775","8499_at",NA,"YOR072W"
"7776","8500_at","SGO1","YOR073W"
"7777","8501_at","UFE1","YOR075W"
"7778","8502_at",NA,"YOR029W"
"7779","8503_at","DFG16","YOR030W"
"7780","8504_at","CRS5","YOR031W"
"7781","8505_at","HMS1","YOR032C"
"7782","8506_at","EXO1","YOR033C"
"7783","8507_at","AKR2","YOR034C"
"7784","8508_at","SHE4","YOR035C"
"7785","8509_at","PEP12","YOR036W"
"7786","8510_at","CYC2","YOR037W"
"7787","8511_at","HIR2","YOR038C"
"7788","8512_at","CKB2","YOR039W"
"7789","8513_at","GLO4","YOR040W"
"7790","8514_at",NA,"YOR041C"
"7791","8515_at","CUE5","YOR042W"
"7792","8516_at","WHI2","YOR043W"
"7793","8517_at","IRC23","YOR044W"
"7794","8518_at","TOM6","YOR045W"
"7795","8519_at","DBP5","YOR046C"
"7796","8520_at","STD1","YOR047C"
"7797","8521_at","RAT1","YOR048C"
"7798","8522_at","RSB1","YOR049C"
"7799","8523_at",NA,"YOR050C"
"7800","8524_at","ETT1","YOR051C"
"7801","8525_at",NA,"YOR008C-A"
"7802","8526_at","TIR4","YOR009W"
"7803","8527_at","TIR2","YOR010C"
"7804","8528_at","AUS1","YOR011W"
"7805","8529_at",NA,"YOR012W"
"7806","8530_g_at",NA,"YOR012W"
"7807","8531_at","IRC11","YOR013W"
"7808","8532_at","RTS1","YOR014W"
"7809","8533_at",NA,"YOR015W"
"7810","8534_at","ERP4","YOR016C"
"7811","8535_at","PET127","YOR017W"
"7812","8536_at","ROD1","YOR018W"
"7813","8537_at",NA,"YOR019W"
"7814","8538_at","HSP10","YOR020C"
"7815","8539_at","SFM1","YOR021C"
"7816","8540_at","DDL1","YOR022C"
"7817","8541_at","AHC1","YOR023C"
"7818","8542_at",NA,"YOR024W"
"7819","8543_at","HST3","YOR025W"
"7820","8544_at","BUB3","YOR026W"
"7821","8545_at","STI1","YOR027W"
"7822","8546_at","CIN5","YOR028C"
"7823","8547_at","IRC10","YOL015W"
"7824","8548_at",NA,"YOL014W"
"7825","8549_at","HRD1","YOL013C"
"7826","8550_at","HTZ1","YOL012C"
"7827","8551_at","PLB3","YOL011W"
"7828","8552_at","RCL1","YOL010W"
"7829","8553_at","MDM12","YOL009C"
"7830","8554_at","COQ10","YOL008W"
"7831","8555_at","CSI2","YOL007C"
"7832","8556_at","TOP1","YOL006C"
"7833","8557_at","RPB11","YOL005C"
"7834","8558_at","SIN3","YOL004W"
"7835","8559_at","PFA4","YOL003C"
"7836","8560_at","IZH2","YOL002C"
"7837","8561_at","PHO80","YOL001W"
"7838","8562_at","RRP6","YOR001W"
"7839","8563_at","ALG6","YOR002W"
"7840","8564_at","YSP3","YOR003W"
"7841","8565_at","UTP23","YOR004W"
"7842","8566_at","DNL4","YOR005C"
"7843","8567_at","TSR3","YOR006C"
"7844","8568_at","SGT2","YOR007C"
"7845","8569_at","SLG1","YOR008C"
"7846","8570_at",NA,"YOL037C"
"7847","8571_at",NA,"YOL036W"
"7848","8572_at",NA,"YOL035C"
"7849","8573_at","SMC5","YOL034W"
"7850","8574_at","MSE1","YOL033W"
"7851","8575_at","OPI10","YOL032W"
"7852","8576_at","SIL1","YOL031C"
"7853","8577_at","GAS5","YOL030W"
"7854","8578_at",NA,"YOL029C"
"7855","8579_at","YAP7","YOL028C"
"7856","8580_at","MDM38","YOL027C"
"7857","8581_at","MIM1","YOL026C"
"7858","8582_at","LAG2","YOL025W"
"7859","8583_at",NA,"YOL024W"
"7860","8584_at","IFM1","YOL023W"
"7861","8585_at","TSR4","YOL022C"
"7862","8586_at","DIS3","YOL021C"
"7863","8587_at","TAT2","YOL020W"
"7864","8588_at",NA,"YOL019W"
"7865","8589_at","TLG2","YOL018C"
"7866","8590_at","ESC8","YOL017W"
"7867","8591_at","CMK2","YOL016C"
"7868","8592_at","GPD2","YOL059W"
"7869","8593_at","ARG1","YOL058W"
"7870","8594_at",NA,"YOL057W"
"7871","8595_at","GPM3","YOL056W"
"7872","8596_at","THI20","YOL055C"
"7873","8597_at","PSH1","YOL054W"
"7874","8598_at","AIM39","YOL053W"
"7875","8599_at",NA,NA
"7876","8600_at","SPE2","YOL052C"
"7877","8601_at","GAL11","YOL051W"
"7878","8602_at",NA,"YOL050C"
"7879","8603_at","GSH2","YOL049W"
"7880","8604_at","RRT8","YOL048C"
"7881","8605_at","LDS2","YOL047C"
"7882","8606_at",NA,"YOL046C"
"7883","8607_at","PSK2","YOL045W"
"7884","8608_at","PEX15","YOL044W"
"7885","8609_at","NTG2","YOL043C"
"7886","8610_at","NGL1","YOL042W"
"7887","8611_at","NOP12","YOL041C"
"7888","8612_at","RPS15","YOL040C"
"7889","8613_at","RPP2A","YOL039W"
"7890","8614_at","PRE6","YOL038W"
"7891","8615_at","ATG34","YOL083W"
"7892","8616_at","ATG19","YOL082W"
"7893","8617_at","IRA2","YOL081W"
"7894","8618_at","REX4","YOL080C"
"7895","8619_at",NA,"YOL079W"
"7896","8620_at","AVO1","YOL078W"
"7897","8621_at","BRX1","YOL077C"
"7898","8622_at","MDM20","YOL076W"
"7899","8623_at",NA,"YOL075C"
"7900","8624_at","DSC2","YOL073C"
"7901","8625_at","THP1","YOL072W"
"7902","8626_at","SDH5","YOL071W"
"7903","8627_at","NBA1","YOL070C"
"7904","8628_at","NUF2","YOL069W"
"7905","8629_at","HST1","YOL068C"
"7906","8630_at","RTG1","YOL067C"
"7907","8631_at","RIB2","YOL066C"
"7908","8632_at","INP54","YOL065C"
"7909","8633_at","MET22","YOL064C"
"7910","8634_at","CRT10","YOL063C"
"7911","8635_at","APM4","YOL062C"
"7912","8636_at","PRS5","YOL061W"
"7913","8637_at","MAM3","YOL060C"
"7914","8638_at","WSC3","YOL105C"
"7915","8639_at","NDJ1","YOL104C"
"7916","8640_at","ITR2","YOL103W"
"7917","8641_at","TPT1","YOL102C"
"7918","8642_at","IZH4","YOL101C"
"7919","8643_at","PKH2","YOL100W"
"7920","8644_at",NA,"YOL099C"
"7921","8645_at","SDD3","YOL098C"
"7922","8646_at","WRS1","YOL097C"
"7923","8647_at","COQ3","YOL096C"
"7924","8648_at","HMI1","YOL095C"
"7925","8649_at","RFC4","YOL094C"
"7926","8650_at","TRM10","YOL093W"
"7927","8651_at","YPQ1","YOL092W"
"7928","8652_at","SPO21","YOL091W"
"7929","8653_at","MSH2","YOL090W"
"7930","8654_at","HAL9","YOL089C"
"7931","8655_at","MPD2","YOL088C"
"7932","8656_at","DUF1","YOL087C"
"7933","8657_at","ADH1","YOL086C"
"7934","8658_at",NA,"YOL085C"
"7935","8659_at","PHM7","YOL084W"
"7936","8660_at","VPS68","YOL129W"
"7937","8661_at","YGK3","YOL128C"
"7938","8662_at","RPL25","YOL127W"
"7939","8663_at","MDH2","YOL126C"
"7940","8664_at","TRM13","YOL125W"
"7941","8665_at","TRM11","YOL124C"
"7942","8666_at","HRP1","YOL123W"
"7943","8667_at","SMF1","YOL122C"
"7944","8668_at","RPL18A","YOL120C"
"7945","8669_at","MCH4","YOL119C"
"7946","8670_at",NA,"YOL118C"
"7947","8671_at","RRI2","YOL117W"
"7948","8672_at","MSN1","YOL116W"
"7949","8673_at","PAP2","YOL115W"
"7950","8674_at","PTH4","YOL114C"
"7951","8675_at","SKM1","YOL113W"
"7952","8676_at","MSB4","YOL112W"
"7953","8677_at","MDY2","YOL111C"
"7954","8678_at","SHR5","YOL110W"
"7955","8679_at","ZEO1","YOL109W"
"7956","8680_at","INO4","YOL108C"
"7957","8681_at",NA,"YOL107W"
"7958","8682_at",NA,"YOL106W"
"7959","8683_at","GRE2","YOL151W"
"7960","8684_at",NA,"YOL150C"
"7961","8685_at","DCP1","YOL149W"
"7962","8686_at","SPT20","YOL148C"
"7963","8687_at","PEX11","YOL147C"
"7964","8688_at","PSF3","YOL146W"
"7965","8689_at","CTR9","YOL145C"
"7966","8690_at","NOP8","YOL144W"
"7967","8691_at","RIB4","YOL143C"
"7968","8692_at","RRP40","YOL142W"
"7969","8693_at","PPM2","YOL141W"
"7970","8694_at","ARG8","YOL140W"
"7971","8695_at","CDC33","YOL139C"
"7972","8696_at","RTC1","YOL138C"
"7973","8697_at","BSC6","YOL137W"
"7974","8698_at","PFK27","YOL136C"
"7975","8699_at","MED7","YOL135C"
"7976","8700_at",NA,"YOL134C"
"7977","8701_at","HRT1","YOL133W"
"7978","8702_at","GAS4","YOL132W"
"7979","8703_at",NA,"YOL131W"
"7980","8704_at","ALR1","YOL130W"
"7981","8705_at",NA,NA
"7982","8706_at",NA,NA
"7983","8707_at",NA,NA
"7984","8708_at",NA,NA
"7985","8709_at",NA,NA
"7986","8710_at",NA,NA
"7987","8711_i_at",NA,NA
"7988","8712_r_at",NA,NA
"7989","8713_at",NA,NA
"7990","8714_at",NA,NA
"7991","8715_at",NA,"YOL166C"
"7992","8716_s_at","AAD15","YOL165C"
"7993","8717_at","BDS1","YOL164W"
"7994","8718_at",NA,"YOL163W"
"7995","8719_at",NA,"YOL162W"
"7996","8720_f_at","PAU20","YOL161C"
"7997","8721_at",NA,"YOL160W"
"7998","8722_at","CSS3","YOL159C"
"7999","8723_at","ENB1","YOL158C"
"8000","8724_at","HPF1","YOL155C"
"8001","8725_g_at","HPF1","YOL155C"
"8002","8726_at","ZPS1","YOL154W"
"8003","8727_at",NA,"YOL153C"
"8004","8728_at","FRE7","YOL152W"
"8005","8729_at",NA,NA
"8006","8730_g_at",NA,NA
"8007","8731_at",NA,NA
"8008","8732_at",NA,NA
"8009","8733_at",NA,NA
"8010","8734_at",NA,NA
"8011","8735_at",NA,NA
"8012","8736_at",NA,NA
"8013","8737_i_at",NA,NA
"8014","8738_s_at",NA,NA
"8015","8739_at",NA,NA
"8016","8740_f_at",NA,NA
"8017","8741_at",NA,NA
"8018","8742_at",NA,NA
"8019","8743_at",NA,NA
"8020","8744_at",NA,NA
"8021","8745_at",NA,NA
"8022","8746_at",NA,NA
"8023","8747_at",NA,NA
"8024","8748_at",NA,NA
"8025","8749_at",NA,NA
"8026","8750_at",NA,NA
"8027","8751_at",NA,NA
"8028","8752_f_at",NA,NA
"8029","8753_at",NA,NA
"8030","8754_at",NA,NA
"8031","8755_at",NA,NA
"8032","8756_i_at",NA,NA
"8033","8757_at",NA,NA
"8034","8758_g_at",NA,NA
"8035","8759_at",NA,NA
"8036","8760_at",NA,NA
"8037","8761_at",NA,NA
"8038","8762_at",NA,NA
"8039","8763_at",NA,NA
"8040","8764_at",NA,NA
"8041","8765_at",NA,NA
"8042","8766_at",NA,NA
"8043","8767_at",NA,NA
"8044","8768_at",NA,NA
"8045","8769_g_at",NA,NA
"8046","8770_i_at",NA,NA
"8047","8771_r_at",NA,NA
"8048","8772_at",NA,NA
"8049","8773_at",NA,NA
"8050","8774_at",NA,NA
"8051","8775_at",NA,NA
"8052","8776_at",NA,"YNR064C"
"8053","8777_at",NA,"YNR065C"
"8054","8778_at",NA,"YNR066C"
"8055","8779_at","DSE4","YNR067C"
"8056","8780_at",NA,"YNR068C"
"8057","8781_at","BSC5","YNR069C"
"8058","8782_at","PDR18","YNR070W"
"8059","8783_at",NA,"YNR071C"
"8060","8784_s_at","MAN2","YNR073C"
"8061","8785_at","AIF1","YNR074C"
"8062","8786_f_at","PAU6","YNR076W"
"8063","8787_at","HUB1","YNR032C-A"
"8064","8788_at","EGO4","YNR034W-A"
"8065","8789_s_at","LAP3","YNL239W"
"8066","8790_s_at","YIP3","YNL044W"
"8067","8791_at",NA,NA
"8068","8792_at",NA,NA
"8069","8793_at",NA,NA
"8070","8794_i_at",NA,NA
"8071","8795_r_at",NA,NA
"8072","8796_at",NA,NA
"8073","8797_f_at",NA,NA
"8074","8798_at",NA,NA
"8075","8799_at",NA,NA
"8076","8800_at",NA,"YNR042W"
"8077","8801_at","MVD1","YNR043W"
"8078","8802_at","AGA1","YNR044W"
"8079","8803_at","PET494","YNR045W"
"8080","8804_at","TRM112","YNR046W"
"8081","8805_at","FPK1","YNR047W"
"8082","8806_at",NA,"YNR048W"
"8083","8807_at","MSO1","YNR049C"
"8084","8808_at","LYS9","YNR050C"
"8085","8809_at","BRE5","YNR051C"
"8086","8810_at","POP2","YNR052C"
"8087","8811_at","NOG2","YNR053C"
"8088","8812_at","NOG2","YNR053C"
"8089","8813_at","ESF2","YNR054C"
"8090","8814_at","HOL1","YNR055C"
"8091","8815_at","BIO5","YNR056C"
"8092","8816_at","BIO4","YNR057C"
"8093","8817_at","BIO3","YNR058W"
"8094","8818_at","MNT4","YNR059W"
"8095","8819_at","FRE4","YNR060W"
"8096","8820_at",NA,"YNR061C"
"8097","8821_at",NA,"YNR062C"
"8098","8822_at",NA,"YNR063W"
"8099","8823_at","ATP23","YNR020C"
"8100","8824_at",NA,"YNR021W"
"8101","8825_at","MRPL50","YNR022C"
"8102","8826_at","SNF12","YNR023W"
"8103","8827_at","MPP6","YNR024W"
"8104","8828_at",NA,"YNR025C"
"8105","8829_at","SEC12","YNR026C"
"8106","8830_at","BUD17","YNR027W"
"8107","8831_at","CPR8","YNR028W"
"8108","8832_at",NA,"YNR029C"
"8109","8833_at","ALG12","YNR030W"
"8110","8834_at","SSK2","YNR031C"
"8111","8835_at","PPG1","YNR032W"
"8112","8836_at","ABZ1","YNR033W"
"8113","8837_at","SOL1","YNR034W"
"8114","8838_at","ARC35","YNR035C"
"8115","8839_at","MRPS12","YNR036C"
"8116","8840_at","RSM19","YNR037C"
"8117","8841_at","DBP6","YNR038W"
"8118","8842_at","ZRG17","YNR039C"
"8119","8843_at",NA,"YNR040W"
"8120","8844_at","COQ2","YNR041C"
"8121","8845_at","HRB1","YNL004W"
"8122","8846_at","PET8","YNL003C"
"8123","8847_at","RLP7","YNL002C"
"8124","8848_at","DOM34","YNL001W"
"8125","8849_at","CIT1","YNR001C"
"8126","8850_at","ATO2","YNR002C"
"8127","8851_at","RPC34","YNR003C"
"8128","8852_at","SWM2","YNR004W"
"8129","8853_at",NA,"YNR005C"
"8130","8854_at","VPS27","YNR006W"
"8131","8855_at","ATG3","YNR007C"
"8132","8856_at","LRO1","YNR008W"
"8133","8857_at","NRM1","YNR009W"
"8134","8858_at","CSE2","YNR010W"
"8135","8859_at","PRP2","YNR011C"
"8136","8860_at","URK1","YNR012W"
"8137","8861_at","PHO91","YNR013C"
"8138","8862_at",NA,"YNR014W"
"8139","8863_at","SMM1","YNR015W"
"8140","8864_at","ACC1","YNR016C"
"8141","8865_at","TIM23","YNR017W"
"8142","8866_at","RCF2","YNR018W"
"8143","8867_at","ARE2","YNR019W"
"8144","8868_at","CRZ1","YNL027W"
"8145","8869_at","SAM50","YNL026W"
"8146","8870_at","SSN8","YNL025C"
"8147","8871_at","EFM6","YNL024C"
"8148","8872_at","FAP1","YNL023C"
"8149","8873_at","RCM1","YNL022C"
"8150","8874_at","HDA1","YNL021W"
"8151","8875_at","ARK1","YNL020C"
"8152","8876_i_at",NA,"YNL017C"
"8153","8877_r_at",NA,"YNL017C"
"8154","8878_s_at",NA,"YNL017C"
"8155","8879_at","PUB1","YNL016W"
"8156","8880_at","PBI2","YNL015W"
"8157","8881_at","HEF3","YNL014W"
"8158","8882_at",NA,"YNL013C"
"8159","8883_at","SPO1","YNL012W"
"8160","8884_at",NA,"YNL011C"
"8161","8885_at",NA,"YNL010W"
"8162","8886_at","IDP3","YNL009W"
"8163","8887_at","ASI3","YNL008C"
"8164","8888_at","SIS1","YNL007C"
"8165","8889_at","LST8","YNL006W"
"8166","8890_at","MRP7","YNL005C"
"8167","8891_at","COG5","YNL051W"
"8168","8892_at",NA,"YNL050C"
"8169","8893_at","SFB2","YNL049C"
"8170","8894_at","ALG11","YNL048W"
"8171","8895_at","SLM2","YNL047C"
"8172","8896_at",NA,"YNL046W"
"8173","8897_at","LAP2","YNL045W"
"8174","8898_at",NA,"YNL043C"
"8175","8899_at","BOP3","YNL042W"
"8176","8900_at","COG6","YNL041C"
"8177","8901_at",NA,"YNL040W"
"8178","8902_at","BDP1","YNL039W"
"8179","8903_at","GPI15","YNL038W"
"8180","8904_at","IDH1","YNL037C"
"8181","8905_at","NCE103","YNL036W"
"8182","8906_at",NA,"YNL035C"
"8183","8907_s_at",NA,"YNL034W"
"8184","8908_s_at",NA,"YNL033W"
"8185","8909_at","SIW14","YNL032W"
"8186","8910_at","HHT2","YNL031C"
"8187","8911_s_at","HHF2","YNL030W"
"8188","8912_at","KTR5","YNL029C"
"8189","8913_at",NA,"YNL028W"
"8190","8914_at","MSK1","YNL073W"
"8191","8915_at","RNH201","YNL072W"
"8192","8916_at","LAT1","YNL071W"
"8193","8917_at","TOM7","YNL070W"
"8194","8918_at","RPL16B","YNL069C"
"8195","8919_at","FKH2","YNL068C"
"8196","8920_i_at","RPL9B","YNL067W"
"8197","8921_s_at","RPL9B","YNL067W"
"8198","8922_at","SUN4","YNL066W"
"8199","8923_at","AQR1","YNL065W"
"8200","8924_at","YDJ1","YNL064C"
"8201","8925_at","MTQ1","YNL063W"
"8202","8926_at","GCD10","YNL062C"
"8203","8927_at","NOP2","YNL061W"
"8204","8928_at","ARP5","YNL059C"
"8205","8929_at",NA,"YNL058C"
"8206","8930_at",NA,"YNL057W"
"8207","8931_at","OCA2","YNL056W"
"8208","8932_at","POR1","YNL055C"
"8209","8933_at","VAC7","YNL054W"
"8210","8934_at","MSG5","YNL053W"
"8211","8935_at","COX5A","YNL052W"
"8212","8936_at","RPS7B","YNL096C"
"8213","8937_at",NA,"YNL095C"
"8214","8938_at","APP1","YNL094W"
"8215","8939_at","YPT53","YNL093W"
"8216","8940_at",NA,"YNL092W"
"8217","8941_at","NST1","YNL091W"
"8218","8942_at","RHO2","YNL090W"
"8219","8943_at",NA,"YNL089C"
"8220","8944_at","TOP2","YNL088W"
"8221","8945_at","TCB2","YNL087W"
"8222","8946_at","SNN1","YNL086W"
"8223","8947_at","MKT1","YNL085W"
"8224","8948_at","END3","YNL084C"
"8225","8949_at","SAL1","YNL083W"
"8226","8950_at","PMS1","YNL082W"
"8227","8951_at","SWS2","YNL081C"
"8228","8952_at","EOS1","YNL080C"
"8229","8953_at","TPM1","YNL079C"
"8230","8954_at","NIS1","YNL078W"
"8231","8955_at","APJ1","YNL077W"
"8232","8956_at","MKS1","YNL076W"
"8233","8957_at","IMP4","YNL075W"
"8234","8958_at","MLF3","YNL074C"
"8235","8959_at","MLS1","YNL117W"
"8236","8960_at","DMA2","YNL116W"
"8237","8961_at",NA,"YNL115C"
"8238","8962_at",NA,"YNL114C"
"8239","8963_at","RPC19","YNL113W"
"8240","8964_at","DBP2","YNL112W"
"8241","8965_at","DBP2","YNL112W"
"8242","8966_at","CYB5","YNL111C"
"8243","8967_at","NOP15","YNL110C"
"8244","8968_at",NA,"YNL109W"
"8245","8969_at",NA,"YNL108C"
"8246","8970_at","YAF9","YNL107W"
"8247","8971_at","INP52","YNL106C"
"8248","8972_at","RRT16","YNL105W"
"8249","8973_at","LEU4","YNL104C"
"8250","8974_at","MET4","YNL103W"
"8251","8975_at","POL1","YNL102W"
"8252","8976_at","AVT4","YNL101W"
"8253","8977_at","MIC27","YNL100W"
"8254","8978_at","OCA1","YNL099C"
"8255","8979_at","RAS2","YNL098C"
"8256","8980_at","PHO23","YNL097C"
"8257","8981_at","RPS7B","YNL096C"
"8258","8982_i_at",NA,"YNL140C"
"8259","8983_s_at",NA,"YNL140C"
"8260","8984_at","SRV2","YNL138W"
"8261","8985_at","NAM9","YNL137C"
"8262","8986_at","EAF7","YNL136W"
"8263","8987_at","FPR1","YNL135C"
"8264","8988_at",NA,"YNL134C"
"8265","8989_at","FYV6","YNL133C"
"8266","8990_at","KRE33","YNL132W"
"8267","8991_at","TOM22","YNL131W"
"8268","8992_at","CPT1","YNL130C"
"8269","8993_at","NRK1","YNL129W"
"8270","8994_at","TEP1","YNL128W"
"8271","8995_at","FAR11","YNL127W"
"8272","8996_at","SPC98","YNL126W"
"8273","8997_at","ESBP6","YNL125C"
"8274","8998_at","NAF1","YNL124W"
"8275","8999_at","NMA111","YNL123W"
"8276","9000_at",NA,"YNL122C"
"8277","9001_at","TOM70","YNL121C"
"8278","9002_at",NA,"YNL120C"
"8279","9003_at","NCS2","YNL119W"
"8280","9004_at","DCP2","YNL118C"
"8281","9005_at","RIA1","YNL163C"
"8282","9006_s_at","RPL42A","YNL162W"
"8283","9007_at","CBK1","YNL161W"
"8284","9008_at","YGP1","YNL160W"
"8285","9009_at","ASI2","YNL159C"
"8286","9010_at","PGA1","YNL158W"
"8287","9011_at","IGO1","YNL157W"
"8288","9012_at","NSG2","YNL156C"
"8289","9013_at","CUZ1","YNL155W"
"8290","9014_at","YCK2","YNL154C"
"8291","9015_at","GIM3","YNL153C"
"8292","9016_at","INN1","YNL152W"
"8293","9017_at","RPC31","YNL151C"
"8294","9018_at",NA,"YNL150W"
"8295","9019_at","PGA2","YNL149C"
"8296","9020_at","ALF1","YNL148C"
"8297","9021_at","LSM7","YNL147W"
"8298","9022_at",NA,"YNL146W"
"8299","9023_at","MFA2","YNL145W"
"8300","9024_at",NA,"YNL144C"
"8301","9025_at",NA,"YNL143C"
"8302","9026_at","MEP2","YNL142W"
"8303","9027_at","AAH1","YNL141W"
"8304","9028_at","UBP10","YNL186W"
"8305","9029_at","MRPL19","YNL185C"
"8306","9030_at",NA,"YNL184C"
"8307","9031_at","NPR1","YNL183C"
"8308","9032_at","IPI3","YNL182C"
"8309","9033_at","PBR1","YNL181W"
"8310","9034_at",NA,"YNL179C"
"8311","9035_at","RPS3","YNL178W"
"8312","9036_at","MRPL22","YNL177C"
"8313","9037_at","TDA7","YNL176C"
"8314","9038_at","NOP13","YNL175C"
"8315","9039_at",NA,"YNL174W"
"8316","9040_at","MDG1","YNL173C"
"8317","9041_at","APC1","YNL172W"
"8318","9042_at",NA,"YNL171C"
"8319","9043_at",NA,"YNL170W"
"8320","9044_at","PSD1","YNL169C"
"8321","9045_at","FMP41","YNL168C"
"8322","9046_at","SKO1","YNL167C"
"8323","9047_at","BNI5","YNL166C"
"8324","9048_at",NA,"YNL165W"
"8325","9049_at","IBD2","YNL164C"
"8326","9050_at",NA,"YNL208W"
"8327","9051_at","RIO2","YNL207W"
"8328","9052_at","RTT106","YNL206C"
"8329","9053_at",NA,"YNL205C"
"8330","9054_g_at",NA,"YNL205C"
"8331","9055_at","SPS18","YNL204C"
"8332","9056_at",NA,"YNL203C"
"8333","9057_at","SPS19","YNL202W"
"8334","9058_at","PSY2","YNL201C"
"8335","9059_at","NNR1","YNL200C"
"8336","9060_at","GCR2","YNL199C"
"8337","9061_at",NA,"YNL198C"
"8338","9062_at","WHI3","YNL197C"
"8339","9063_at","SLZ1","YNL196C"
"8340","9064_at",NA,"YNL195C"
"8341","9065_at",NA,"YNL194C"
"8342","9066_at",NA,"YNL193W"
"8343","9067_at","CHS1","YNL192W"
"8344","9068_at","DUG3","YNL191W"
"8345","9069_at",NA,"YNL190W"
"8346","9070_at","SRP1","YNL189W"
"8347","9071_at","KAR1","YNL188W"
"8348","9072_at","SWT21","YNL187W"
"8349","9073_at","ELA1","YNL230C"
"8350","9074_at","URE2","YNL229C"
"8351","9075_at","JJJ1","YNL227C"
"8352","9076_at",NA,"YNL228W"
"8353","9077_at",NA,"YNL226W"
"8354","9078_at","CNM67","YNL225C"
"8355","9079_at","SQS1","YNL224C"
"8356","9080_at","ATG4","YNL223W"
"8357","9081_at","SSU72","YNL222W"
"8358","9082_at","POP1","YNL221C"
"8359","9083_at","ADE12","YNL220W"
"8360","9084_at","ALG9","YNL219C"
"8361","9085_at","MGS1","YNL218W"
"8362","9086_at",NA,"YNL217W"
"8363","9087_at","RAP1","YNL216W"
"8364","9088_at","IES2","YNL215W"
"8365","9089_at","PEX17","YNL214W"
"8366","9090_at","RRG9","YNL213C"
"8367","9091_at","VID27","YNL212W"
"8368","9092_at","MRX7","YNL211C"
"8369","9093_at","MER1","YNL210W"
"8370","9094_s_at","SSB2","YNL209W"
"8371","9095_at","RTC4","YNL254C"
"8372","9096_at","TEX1","YNL253W"
"8373","9097_at","MRPL17","YNL252C"
"8374","9098_at","NRD1","YNL251C"
"8375","9099_at","RAD50","YNL250W"
"8376","9100_at","MPA43","YNL249C"
"8377","9101_at","RPA49","YNL248C"
"8378","9102_at",NA,"YNL247W"
"8379","9103_at","VPS75","YNL246W"
"8380","9104_at","CWC25","YNL245C"
"8381","9105_at","SUI1","YNL244C"
"8382","9106_at","SLA2","YNL243W"
"8383","9107_at","ATG2","YNL242W"
"8384","9108_at","ZWF1","YNL241C"
"8385","9109_at","NAR1","YNL240C"
"8386","9110_at","KEX2","YNL238W"
"8387","9111_at","YTP1","YNL237W"
"8388","9112_at","SIN4","YNL236W"
"8389","9113_at",NA,"YNL235C"
"8390","9114_at",NA,"YNL234W"
"8391","9115_at","BNI4","YNL233W"
"8392","9116_at","CSL4","YNL232W"
"8393","9117_at","PDR16","YNL231C"
"8394","9118_at",NA,"YNL276C"
"8395","9119_at","BOR1","YNL275W"
"8396","9120_at","GOR1","YNL274C"
"8397","9121_at","TOF1","YNL273W"
"8398","9122_at","SEC2","YNL272C"
"8399","9123_at","BNI1","YNL271C"
"8400","9124_at","ALP1","YNL270C"
"8401","9125_at","BSC4","YNL269W"
"8402","9126_at","LYP1","YNL268W"
"8403","9127_at","PIK1","YNL267W"
"8404","9128_at",NA,"YNL266W"
"8405","9129_at","IST1","YNL265C"
"8406","9130_at","PDR17","YNL264C"
"8407","9131_at","YIF1","YNL263C"
"8408","9132_at","POL2","YNL262W"
"8409","9133_at","ORC5","YNL261W"
"8410","9134_at","LTO1","YNL260C"
"8411","9135_at","ATX1","YNL259C"
"8412","9136_at","DSL1","YNL258C"
"8413","9137_at","SIP3","YNL257C"
"8414","9138_at","FOL1","YNL256W"
"8415","9139_at","GIS2","YNL255C"
"8416","9140_at","TRF5","YNL299W"
"8417","9141_at","CLA4","YNL298W"
"8418","9142_at","MON2","YNL297C"
"8419","9143_at",NA,"YNL296W"
"8420","9144_at","MRX6","YNL295W"
"8421","9145_at","RIM21","YNL294C"
"8422","9146_at","MSB3","YNL293W"
"8423","9147_at","PUS4","YNL292W"
"8424","9148_at","MID1","YNL291C"
"8425","9149_at","RFC3","YNL290W"
"8426","9150_at","PCL1","YNL289W"
"8427","9151_at","CAF40","YNL288W"
"8428","9152_at","SEC21","YNL287W"
"8429","9153_at","CUS2","YNL286W"
"8430","9154_at",NA,"YNL285W"
"8431","9155_at","MRPL10","YNL284C"
"8432","9156_at","WSC2","YNL283C"
"8433","9157_at","POP3","YNL282W"
"8434","9158_at","HCH1","YNL281W"
"8435","9159_at","ERG24","YNL280C"
"8436","9160_at","PRM1","YNL279W"
"8437","9161_at","CAF120","YNL278W"
"8438","9162_at","MET2","YNL277W"
"8439","9163_at","VNX1","YNL321W"
"8440","9164_at",NA,"YNL320W"
"8441","9165_at",NA,"YNL319W"
"8442","9166_at","HXT14","YNL318C"
"8443","9167_at","PFS2","YNL317W"
"8444","9168_at","PHA2","YNL316C"
