"","PROBEID","GENENAME","ORF"
"5096","5820_at",NA,NA
"5097","5821_at",NA,NA
"5098","5822_at",NA,NA
"5099","5823_at",NA,NA
"5100","5824_i_at",NA,NA
"5101","5825_r_at",NA,NA
"5102","5826_at",NA,NA
"5103","5827_at",NA,NA
"5104","5828_at",NA,NA
"5105","5829_at",NA,NA
"5106","5830_at",NA,NA
"5107","5831_at",NA,NA
"5108","5832_i_at",NA,NA
"5109","5833_r_at",NA,NA
"5110","5834_s_at",NA,NA
"5111","5835_i_at",NA,NA
"5112","5836_at",NA,NA
"5113","5837_at",NA,NA
"5114","5838_at",NA,NA
"5115","5839_at",NA,NA
"5116","5840_at",NA,NA
"5117","5841_at",NA,NA
"5118","5842_at",NA,NA
"5119","5843_at",NA,NA
"5120","5844_at",NA,NA
"5121","5845_at",NA,NA
"5122","5846_at",NA,NA
"5123","5847_at",NA,NA
"5124","5848_at",NA,NA
"5125","5849_at",NA,NA
"5126","5850_at",NA,NA
"5127","5851_at",NA,NA
"5128","5852_at",NA,NA
"5129","5853_at",NA,NA
"5130","5854_at",NA,NA
"5131","5855_at",NA,NA
"5132","5856_at",NA,NA
"5133","5857_g_at",NA,NA
"5134","5858_at",NA,NA
"5135","5859_at",NA,NA
"5136","5860_g_at",NA,NA
"5137","5861_at",NA,NA
"5138","5862_at",NA,NA
"5139","5863_at",NA,NA
"5140","5864_at",NA,NA
"5141","5865_at",NA,NA
"5142","5866_at",NA,NA
"5143","5867_at",NA,NA
"5144","5868_at",NA,NA
"5145","5869_at",NA,NA
"5146","5870_at",NA,NA
"5147","5871_at",NA,NA
"5148","5872_at",NA,NA
"5149","5873_at",NA,NA
"5150","5874_at",NA,NA
"5151","5875_s_at",NA,NA
"5152","5876_at",NA,NA
"5153","5877_i_at",NA,NA
"5154","5878_r_at",NA,NA
"5155","5879_at",NA,NA
"5156","5880_at",NA,NA
"5157","5881_at",NA,NA
"5158","5882_at",NA,NA
"5159","5883_i_at",NA,NA
"5160","5884_r_at",NA,NA
"5161","5885_at",NA,NA
"5162","5886_at",NA,NA
"5163","5887_i_at",NA,NA
"5164","5888_at",NA,NA
"5165","5889_at",NA,NA
"5166","5890_i_at",NA,NA
"5167","5891_f_at",NA,NA
"5168","5892_at",NA,NA
"5169","5893_at",NA,NA
"5170","5894_at",NA,NA
"5171","5895_at",NA,NA
"5172","5896_at",NA,NA
"5173","5897_at",NA,NA
"5174","5898_at",NA,NA
"5175","5899_i_at",NA,NA
"5176","5900_at",NA,NA
"5177","5901_at",NA,NA
"5178","5902_at",NA,NA
"5179","5903_at",NA,NA
"5180","5904_at",NA,NA
"5181","5905_i_at",NA,NA
"5182","5906_r_at",NA,NA
"5183","5907_at",NA,NA
"5184","5908_at",NA,NA
"5185","5909_at",NA,NA
"5186","5910_at",NA,NA
"5187","5911_at",NA,NA
"5188","5912_at",NA,NA
"5189","5913_at","FIT1","YDR534C"
"5190","5914_at",NA,"YDR535C"
"5191","5915_at","STL1","YDR536W"
"5192","5916_at",NA,"YDR537C"
"5193","5917_at","PAD1","YDR538W"
"5194","5918_at","FDC1","YDR539W"
"5195","5919_at","IRC4","YDR540C"
"5196","5920_at",NA,"YDR541C"
"5197","5921_at","SNA2","YDR525W-A"
"5198","5922_s_at",NA,NA
"5199","5923_at",NA,"YDL085C-A"
"5200","5924_at",NA,NA
"5201","5925_at",NA,"YDR524C-A"
"5202","5926_g_at",NA,"YDR524C-A"
"5203","5927_at","STP4","YDL048C"
"5204","5928_at",NA,NA
"5205","5929_at",NA,NA
"5206","5930_at",NA,NA
"5207","5931_at",NA,NA
"5208","5932_at",NA,NA
"5209","5933_at",NA,NA
"5210","5934_at",NA,NA
"5211","5935_at","SDH7","YDR511W"
"5212","5936_at","EMI1","YDR512C"
"5213","5937_at","GRX2","YDR513W"
"5214","5938_at",NA,"YDR514C"
"5215","5939_at","SLF1","YDR515W"
"5216","5940_at","EMI2","YDR516C"
"5217","5941_at","GRH1","YDR517W"
"5218","5942_at","EUG1","YDR518W"
"5219","5943_at","FPR2","YDR519W"
"5220","5944_at","URC2","YDR520C"
"5221","5945_at",NA,"YDR521W"
"5222","5946_at","SPS2","YDR522C"
"5223","5947_at","SPS1","YDR523C"
"5224","5948_at","AGE1","YDR524C"
"5225","5949_at","API2","YDR525W"
"5226","5950_at",NA,"YDR526C"
"5227","5951_at","RBA50","YDR527W"
"5228","5952_at","HLR1","YDR528W"
"5229","5953_at","QCR7","YDR529C"
"5230","5954_at","APA2","YDR530C"
"5231","5955_at","CAB1","YDR531W"
"5232","5956_at","KRE28","YDR532C"
"5233","5957_at","HSP31","YDR533C"
"5234","5958_at","SLD5","YDR489W"
"5235","5959_at","PKH1","YDR490C"
"5236","5960_at",NA,"YDR491C"
"5237","5961_at","IZH1","YDR492W"
"5238","5962_at","MZM1","YDR493W"
"5239","5963_at","RSM28","YDR494W"
"5240","5964_at","VPS3","YDR495C"
"5241","5965_at","PUF6","YDR496C"
"5242","5966_at","ITR1","YDR497C"
"5243","5967_at","SEC20","YDR498C"
"5244","5968_at","LCD1","YDR499W"
"5245","5969_at","RPL37B","YDR500C"
"5246","5970_at","PLM2","YDR501W"
"5247","5971_at","SAM2","YDR502C"
"5248","5972_at","LPP1","YDR503C"
"5249","5973_at","SPG3","YDR504C"
"5250","5974_at","PSP1","YDR505C"
"5251","5975_at","GMC1","YDR506C"
"5252","5976_at","GIN4","YDR507C"
"5253","5977_at","GNP1","YDR508C"
"5254","5978_at",NA,"YDR509W"
"5255","5979_at","SMT3","YDR510W"
"5256","5980_at","PKH3","YDR466W"
"5257","5981_at",NA,"YDR467C"
"5258","5982_at","TLG1","YDR468C"
"5259","5983_at","SDC1","YDR469W"
"5260","5984_at","UGO1","YDR470C"
"5261","5985_at","RPL27B","YDR471W"
"5262","5986_at","TRS31","YDR472W"
"5263","5987_at","PRP3","YDR473C"
"5264","5988_at",NA,NA
"5265","5989_at","JIP4","YDR475C"
"5266","5990_at",NA,"YDR476C"
"5267","5991_at","SNF1","YDR477W"
"5268","5992_at","SNM1","YDR478W"
"5269","5993_at","PEX29","YDR479C"
"5270","5994_at","DIG2","YDR480W"
"5271","5995_at","PHO8","YDR481C"
"5272","5996_at","CWC21","YDR482C"
"5273","5997_at","KRE2","YDR483W"
"5274","5998_at","VPS52","YDR484W"
"5275","5999_at","VPS72","YDR485C"
"5276","6000_at","VPS60","YDR486C"
"5277","6001_at","RIB3","YDR487C"
"5278","6002_at","PAC11","YDR488C"
"5279","6003_at",NA,"YDR442W"
"5280","6004_at","SSN2","YDR443C"
"5281","6005_at",NA,"YDR444W"
"5282","6006_at",NA,"YDR445C"
"5283","6007_at","ECM11","YDR446W"
"5284","6008_at","ADA2","YDR448W"
"5285","6009_at","UTP6","YDR449C"
"5286","6010_at","YHP1","YDR451C"
"5287","6011_at","PPN1","YDR452W"
"5288","6012_at","TSA2","YDR453C"
"5289","6013_at","GUK1","YDR454C"
"5290","6014_at",NA,"YDR455C"
"5291","6015_at","NHX1","YDR456W"
"5292","6016_at","TOM1","YDR457W"
"5293","6017_at","HEH2","YDR458C"
"5294","6018_at","PFA5","YDR459C"
"5295","6019_at","TFB3","YDR460W"
"5296","6020_r_at","MFA1","YDR461W"
"5297","6021_f_at","MFA1","YDR461W"
"5298","6022_at","MRPL28","YDR462W"
"5299","6023_at","STP1","YDR463W"
"5300","6024_at","SPP41","YDR464W"
"5301","6025_at","RMT2","YDR465C"
"5302","6026_at","HKR1","YDR420W"
"5303","6027_at","ARO80","YDR421W"
"5304","6028_at","SIP1","YDR422C"
"5305","6029_at","CAD1","YDR423C"
"5306","6030_at","DYN2","YDR424C"
"5307","6031_at","SNX41","YDR425W"
"5308","6032_at",NA,"YDR426C"
"5309","6033_at","RPN9","YDR427W"
"5310","6034_at","BNA7","YDR428C"
"5311","6035_at","TIF35","YDR429C"
"5312","6036_at","CYM1","YDR430C"
"5313","6037_at",NA,"YDR431W"
"5314","6038_at","NPL3","YDR432W"
"5315","6039_g_at","NPL3","YDR432W"
"5316","6040_i_at",NA,"YDR433W"
"5317","6041_at","GPI17","YDR434W"
"5318","6042_at","PPM1","YDR435C"
"5319","6043_at","PPZ2","YDR436W"
"5320","6044_at","GPI19","YDR437W"
"5321","6045_at","THI74","YDR438W"
"5322","6046_at","LRS4","YDR439W"
"5323","6047_at","DOT1","YDR440W"
"5324","6048_at","APT2","YDR441C"
"5325","6049_at","UTP5","YDR398W"
"5326","6050_at","HPT1","YDR399W"
"5327","6051_at","URH1","YDR400W"
"5328","6052_at","DIT2","YDR402C"
"5329","6053_at",NA,"YDR401W"
"5330","6054_at","DIT1","YDR403W"
"5331","6055_at","RPB7","YDR404C"
"5332","6056_at","MRP20","YDR405W"
"5333","6057_at","PDR15","YDR406W"
"5334","6058_at","TRS120","YDR407C"
"5335","6059_at","ADE8","YDR408C"
"5336","6060_at","SIZ1","YDR409W"
"5337","6061_at","STE14","YDR410C"
"5338","6062_at","DFM1","YDR411C"
"5339","6063_at",NA,"YDR413C"
"5340","6064_at","RRP17","YDR412W"
"5341","6065_at","ERD1","YDR414C"
"5342","6066_at",NA,"YDR415C"
"5343","6067_at","SYF1","YDR416W"
"5344","6068_at",NA,"YDR417C"
"5345","6069_i_at","RPL12B","YDR418W"
"5346","6070_s_at","RPL12B","YDR418W"
"5347","6071_at","RAD30","YDR419W"
"5348","6072_at","BCS1","YDR375C"
"5349","6073_at","ARH1","YDR376W"
"5350","6074_at","ATP17","YDR377W"
"5351","6075_at","LSM6","YDR378C"
"5352","6076_at","RGA2","YDR379W"
"5353","6077_at","ARO10","YDR380W"
"5354","6078_at","YRA1","YDR381W"
"5355","6079_at","YRA1","YDR381W"
"5356","6080_at","RPP2B","YDR382W"
"5357","6081_at","NKP1","YDR383C"
"5358","6082_at","ATO3","YDR384C"
"5359","6083_at","MUS81","YDR386W"
"5360","6084_at","CIN10","YDR387C"
"5361","6085_at","RVS167","YDR388W"
"5362","6086_at","SAC7","YDR389W"
"5363","6087_at","UBA2","YDR390C"
"5364","6088_at",NA,"YDR391C"
"5365","6089_at","SPT3","YDR392W"
"5366","6090_at","SHE9","YDR393W"
"5367","6091_at","RPT3","YDR394W"
"5368","6092_at","SXM1","YDR395W"
"5369","6093_at",NA,"YDR396W"
"5370","6094_at","NCB2","YDR397C"
"5371","6095_at","TRP4","YDR354W"
"5372","6096_at",NA,"YDR355C"
"5373","6097_at","SPC110","YDR356W"
"5374","6098_at","CNL1","YDR357C"
"5375","6099_at","GGA1","YDR358W"
"5376","6100_at","EAF1","YDR359C"
"5377","6101_at","OPI7","YDR360W"
"5378","6102_at","BCP1","YDR361C"
"5379","6103_at","TFC6","YDR362C"
"5380","6104_at","ESC2","YDR363W"
"5381","6105_at","SEM1","YDR363W-A"
"5382","6106_at","CDC40","YDR364C"
"5383","6107_at","ESF1","YDR365C"
"5384","6108_at",NA,"YDR366C"
"5385","6109_at","KEI1","YDR367W"
"5386","6110_at","YPR1","YDR368W"
"5387","6111_at","XRS2","YDR369C"
"5388","6112_at","DXO1","YDR370C"
"5389","6113_at","CTS2","YDR371W"
"5390","6114_at","VPS74","YDR372C"
"5391","6115_at","FRQ1","YDR373W"
"5392","6116_at","PHO92","YDR374C"
"5393","6117_at","GPI8","YDR331W"
"5394","6118_at","IRC3","YDR332W"
"5395","6119_at","RQC1","YDR333C"
"5396","6120_at","SWR1","YDR334W"
"5397","6121_at","MSN5","YDR335W"
"5398","6122_at","MRX8","YDR336W"
"5399","6123_at","MRPS28","YDR337W"
"5400","6124_at",NA,"YDR338C"
"5401","6125_at","FCF1","YDR339C"
"5402","6126_at",NA,"YDR340W"
"5403","6127_at",NA,"YDR341C"
"5404","6128_f_at","HXT7","YDR342C"
"5405","6129_f_at","HXT6","YDR343C"
"5406","6130_at",NA,"YDR344C"
"5407","6131_at","HXT3","YDR345C"
"5408","6132_at","SVF1","YDR346C"
"5409","6133_at","MRP1","YDR347W"
"5410","6134_at","PAL1","YDR348C"
"5411","6135_at","YPS7","YDR349C"
"5412","6136_at","ATP22","YDR350C"
"5413","6137_at","SBE2","YDR351W"
"5414","6138_at","YPQ2","YDR352W"
"5415","6139_at","TRR1","YDR353W"
"5416","6140_at","SUM1","YDR310C"
"5417","6141_at","TFB1","YDR311W"
"5418","6142_i_at","SSF2","YDR312W"
"5419","6143_f_at","SSF2","YDR312W"
"5420","6144_at","PIB1","YDR313C"
"5421","6145_at","RAD34","YDR314C"
"5422","6146_at","IPK1","YDR315C"
"5423","6147_at","OMS1","YDR316W"
"5424","6148_at","HIM1","YDR317W"
"5425","6149_at","MCM21","YDR318W"
"5426","6150_at","YFT2","YDR319C"
"5427","6151_at","SWA2","YDR320C"
"5428","6152_at","ASP1","YDR321W"
"5429","6153_at","MRPL35","YDR322W"
"5430","6154_at","TIM11","YDR322C-A"
"5431","6155_at","PEP7","YDR323C"
"5432","6156_at","UTP4","YDR324C"
"5433","6157_at","YCG1","YDR325W"
"5434","6158_at","YSP2","YDR326C"
"5435","6159_at",NA,"YDR327W"
"5436","6160_at","SKP1","YDR328C"
"5437","6161_at","PEX3","YDR329C"
"5438","6162_at","UBX5","YDR330W"
"5439","6163_at","RTT103","YDR289C"
"5440","6164_at",NA,"YDR290W"
"5441","6165_at","HRQ1","YDR291W"
"5442","6166_at","SRP101","YDR292C"
"5443","6167_at","SSD1","YDR293C"
"5444","6168_at","DPL1","YDR294C"
"5445","6169_at","HDA2","YDR295C"
"5446","6170_at","MHR1","YDR296W"
"5447","6171_at","SUR2","YDR297W"
"5448","6172_at","ATP5","YDR298C"
"5449","6173_at","BFR2","YDR299W"
"5450","6174_at","PRO1","YDR300C"
"5451","6175_at","CFT1","YDR301W"
"5452","6176_at","GPI11","YDR302W"
"5453","6177_at","RSC3","YDR303C"
"5454","6178_at","CPR5","YDR304C"
"5455","6179_at","HNT2","YDR305C"
"5456","6180_i_at","HNT2","YDR305C"
"5457","6181_r_at","HNT2","YDR305C"
"5458","6182_f_at","HNT2","YDR305C"
"5459","6183_at",NA,"YDR306C"
"5460","6184_at","PMT7","YDR307W"
"5461","6185_at","SRB7","YDR308C"
"5462","6186_at","GIC2","YDR309C"
"5463","6187_at","CIA1","YDR267C"
"5464","6188_at","MSW1","YDR268W"
"5465","6189_at",NA,"YDR269C"
"5466","6190_at","CCC2","YDR270W"
"5467","6191_at",NA,"YDR271C"
"5468","6192_at","GLO2","YDR272W"
"5469","6193_at","DON1","YDR273W"
"5470","6194_at",NA,"YDR274C"
"5471","6195_at","BSC2","YDR275W"
"5472","6196_at","PMP3","YDR276C"
"5473","6197_at","MTH1","YDR277C"
"5474","6198_at",NA,"YDR278C"
"5475","6199_at","RNH202","YDR279W"
"5476","6200_at","RRP45","YDR280W"
"5477","6201_at","PHM6","YDR281C"
"5478","6202_at","MRX10","YDR282C"
"5479","6203_at","GCN2","YDR283C"
"5480","6204_at","DPP1","YDR284C"
"5481","6205_at","ZIP1","YDR285W"
"5482","6206_at",NA,"YDR286C"
"5483","6207_at","INM2","YDR287W"
"5484","6208_at","NSE3","YDR288W"
"5485","6209_at","PEX5","YDR244W"
"5486","6210_at","MNN10","YDR245W"
"5487","6211_at","TRS23","YDR246W"
"5488","6212_at","VHS1","YDR247W"
"5489","6213_at",NA,"YDR248C"
"5490","6214_at",NA,"YDR249C"
"5491","6215_at",NA,"YDR250C"
"5492","6216_at","PAM1","YDR251W"
"5493","6217_at","BTT1","YDR252W"
"5494","6218_at","MET32","YDR253C"
"5495","6219_at","CHL4","YDR254W"
"5496","6220_at","RMD5","YDR255C"
"5497","6221_at","CTA1","YDR256C"
"5498","6222_at","RKM4","YDR257C"
"5499","6223_at","HSP78","YDR258C"
"5500","6224_at","YAP6","YDR259C"
"5501","6225_at","SWM1","YDR260C"
"5502","6226_at","EXG2","YDR261C"
"5503","6227_at",NA,"YDR262W"
"5504","6228_at","DIN7","YDR263C"
"5505","6229_at","AKR1","YDR264C"
"5506","6230_at","PEX10","YDR265W"
"5507","6231_at","HEL2","YDR266C"
"5508","6232_at","GTB1","YDR221W"
"5509","6233_at",NA,"YDR222W"
"5510","6234_at","CRF1","YDR223W"
"5511","6235_at","HTB1","YDR224C"
"5512","6236_i_at","HTA1","YDR225W"
"5513","6237_at","ADK1","YDR226W"
"5514","6238_at","SIR4","YDR227W"
"5515","6239_at","PCF11","YDR228C"
"5516","6240_at","IVY1","YDR229W"
"5517","6241_at",NA,"YDR230W"
"5518","6242_at","COX20","YDR231C"
"5519","6243_at","HEM1","YDR232W"
"5520","6244_at","RTN1","YDR233C"
"5521","6245_at","LYS4","YDR234W"
"5522","6246_at","PRP42","YDR235W"
"5523","6247_at","FMN1","YDR236C"
"5524","6248_at","MRPL7","YDR237W"
"5525","6249_at","SEC26","YDR238C"
"5526","6250_at",NA,"YDR239C"
"5527","6251_at","SNU56","YDR240C"
"5528","6252_at","BUD26","YDR241W"
"5529","6253_at","AMD2","YDR242W"
"5530","6254_at","PRP28","YDR243C"
"5531","6255_at","RKM2","YDR198C"
"5532","6256_at",NA,"YDR199W"
"5533","6257_at","VPS64","YDR200C"
"5534","6258_at","SPC19","YDR201W"
"5535","6259_at","RAV2","YDR202C"
"5536","6260_at",NA,"YDR203W"
"5537","6261_at","COQ4","YDR204W"
"5538","6262_at","MSC2","YDR205W"
"5539","6263_at","EBS1","YDR206W"
"5540","6264_at","UME6","YDR207C"
"5541","6265_at","MSS4","YDR208W"
"5542","6266_at",NA,"YDR209C"
"5543","6267_at",NA,"YDR210W"
"5544","6268_at","GCD6","YDR211W"
"5545","6269_at","TCP1","YDR212W"
"5546","6270_at","UPC2","YDR213W"
"5547","6271_at","AHA1","YDR214W"
"5548","6272_at",NA,"YDR215C"
"5549","6273_at","ADR1","YDR216W"
"5550","6274_at","RAD9","YDR217C"
"5551","6275_at","SPR28","YDR218C"
"5552","6276_at","MFB1","YDR219C"
"5553","6277_at",NA,"YDR220C"
"5554","6278_at","UBC1","YDR177W"
"5555","6279_at","SDH4","YDR178W"
"5556","6280_at","CSN9","YDR179C"
"5557","6281_at","NVJ3","YDR179W-A"
"5558","6282_at","SCC2","YDR180W"
"5559","6283_at","SAS4","YDR181C"
"5560","6284_at","CDC1","YDR182W"
"5561","6285_at","PLP1","YDR183W"
"5562","6286_at","ATC1","YDR184C"
"5563","6287_at","UPS3","YDR185C"
"5564","6288_at","SND1","YDR186C"
"5565","6289_at",NA,"YDR187C"
"5566","6290_at","CCT6","YDR188W"
"5567","6291_at","SLY1","YDR189W"
"5568","6292_at","RVB1","YDR190C"
"5569","6293_at","HST4","YDR191W"
"5570","6294_at","NUP42","YDR192C"
"5571","6295_at",NA,"YDR193W"
"5572","6296_at","MSS116","YDR194C"
"5573","6297_at","REF2","YDR195W"
"5574","6298_at","CAB5","YDR196C"
"5575","6299_at","CBS2","YDR197W"
"5576","6300_g_at",NA,"YDR154C"
"5577","6301_at","CPR1","YDR155C"
"5578","6302_at","RPA14","YDR156W"
"5579","6303_at",NA,"YDR157W"
"5580","6304_at","HOM2","YDR158W"
"5581","6305_at","SAC3","YDR159W"
"5582","6306_at","SSY1","YDR160W"
"5583","6307_at","ACL4","YDR161W"
"5584","6308_at","NBP2","YDR162C"
"5585","6309_at","CWC15","YDR163W"
"5586","6310_at","SEC1","YDR164C"
"5587","6311_at","TRM82","YDR165W"
"5588","6312_at","SEC5","YDR166C"
"5589","6313_at","TAF10","YDR167W"
"5590","6314_at","CDC37","YDR168W"
"5591","6315_at","STB3","YDR169C"
"5592","6316_at","SEC7","YDR170C"
"5593","6317_at","HSP42","YDR171W"
"5594","6318_at","SUP35","YDR172W"
"5595","6319_at","ARG82","YDR173C"
"5596","6320_at","HMO1","YDR174W"
"5597","6321_at","RSM24","YDR175C"
"5598","6322_at","NGG1","YDR176W"
"5599","6323_at",NA,"YDR133C"
"5600","6324_g_at",NA,"YDR133C"
"5601","6325_at","YCF1","YDR135C"
"5602","6326_at","VPS61","YDR136C"
"5603","6327_at","RGP1","YDR137W"
"5604","6328_at","HPR1","YDR138W"
"5605","6329_at","RUB1","YDR139C"
"5606","6330_at","RUB1","YDR139C"
"5607","6331_at","MTQ2","YDR140W"
"5608","6332_at","DOP1","YDR141C"
"5609","6333_at","PEX7","YDR142C"
"5610","6334_at","SAN1","YDR143C"
"5611","6335_at","MKC7","YDR144C"
"5612","6336_at","TAF12","YDR145W"
"5613","6337_at","SWI5","YDR146C"
"5614","6338_at","EKI1","YDR147W"
"5615","6339_at","KGD2","YDR148C"
"5616","6340_at",NA,"YDR149C"
"5617","6341_at","NUM1","YDR150W"
"5618","6342_at","CTH1","YDR151C"
"5619","6343_at","GIR2","YDR152W"
"5620","6344_at","ENT5","YDR153C"
"5621","6345_at",NA,"YDR154C"
"5622","6346_at","ALT2","YDR111C"
"5623","6347_at","IRC2","YDR112W"
"5624","6348_at","PDS1","YDR113C"
"5625","6349_at",NA,"YDR114C"
"5626","6350_at","MRX14","YDR115W"
"5627","6351_at","MRPL1","YDR116C"
"5628","6352_at","TMA64","YDR117C"
"5629","6353_at","APC4","YDR118W"
"5630","6354_at","VBA4","YDR119W"
"5631","6355_at","TRM1","YDR120C"
"5632","6356_at","DPB4","YDR121W"
"5633","6357_at","KIN1","YDR122W"
"5634","6358_at","INO2","YDR123C"
"5635","6359_at",NA,"YDR124W"
"5636","6360_at","ECM18","YDR125C"
"5637","6361_at","SWF1","YDR126W"
"5638","6362_at","ARO1","YDR127W"
"5639","6363_at","MTC5","YDR128W"
"5640","6364_at","SAC6","YDR129C"
"5641","6365_at","FIN1","YDR130C"
"5642","6366_at",NA,"YDR131C"
"5643","6367_at",NA,"YDR132C"
"5644","6368_at","VTC5","YDR089W"
"5645","6369_at",NA,"YDR090C"
"5646","6370_at","RLI1","YDR091C"
"5647","6371_at","UBC13","YDR092W"
"5648","6372_at","DNF2","YDR093W"
"5649","6373_g_at","DNF2","YDR093W"
"5650","6374_at",NA,"YDR094W"
"5651","6375_at",NA,"YDR095C"
"5652","6376_at","GIS1","YDR096W"
"5653","6377_at","MSH6","YDR097C"
"5654","6378_at","GRX3","YDR098C"
"5655","6379_at","BMH2","YDR099W"
"5656","6380_at","TVP15","YDR100W"
"5657","6381_at","ARX1","YDR101C"
"5658","6382_at",NA,"YDR102C"
"5659","6383_at","STE5","YDR103W"
"5660","6384_at","SPO71","YDR104C"
"5661","6385_at","TMS1","YDR105C"
"5662","6386_at","ARP10","YDR106W"
"5663","6387_at","TMN2","YDR107C"
"5664","6388_at","TRS85","YDR108W"
"5665","6389_at",NA,"YDR109C"
"5666","6390_at","FOB1","YDR110W"
"5667","6391_at","OCA6","YDR067C"
"5668","6392_at","DOS2","YDR068W"
"5669","6393_at","DOA4","YDR069C"
"5670","6394_at","FMP16","YDR070C"
"5671","6395_at","PAA1","YDR071C"
"5672","6396_at","IPT1","YDR072C"
"5673","6397_at","SNF11","YDR073W"
"5674","6398_at","TPS2","YDR074W"
"5675","6399_at","PPH3","YDR075W"
"5676","6400_at","RAD55","YDR076W"
"5677","6401_at","SED1","YDR077W"
"5678","6402_at","SHU2","YDR078C"
"5679","6403_at","PET100","YDR079W"
"5680","6404_at","VPS41","YDR080W"
"5681","6405_at","PDC2","YDR081C"
"5682","6406_at","STN1","YDR082W"
"5683","6407_at","RRP8","YDR083W"
"5684","6408_at","TVP23","YDR084C"
"5685","6409_at","AFR1","YDR085C"
"5686","6410_at","SSS1","YDR086C"
"5687","6411_at","RRP1","YDR087C"
"5688","6412_at","SLU7","YDR088C"
"5689","6413_at","HEM13","YDR044W"
"5690","6414_at","RPC11","YDR045C"
"5691","6415_at","BAP3","YDR046C"
"5692","6416_at","HEM12","YDR047W"
"5693","6417_at",NA,"YDR048C"
"5694","6418_at","VMS1","YDR049W"
"5695","6419_at","TPI1","YDR050C"
"5696","6420_at","DET1","YDR051C"
"5697","6421_at","DBF4","YDR052C"
"5698","6422_at",NA,"YDR053W"
"5699","6423_at","CDC34","YDR054C"
"5700","6424_at","PST1","YDR055W"
"5701","6425_at","EMC10","YDR056C"
"5702","6426_at","YOS9","YDR057W"
"5703","6427_at","TGL2","YDR058C"
"5704","6428_at","UBC5","YDR059C"
"5705","6429_at","MAK21","YDR060W"
"5706","6430_at",NA,"YDR061W"
"5707","6431_at","LCB2","YDR062W"
"5708","6432_at","AIM7","YDR063W"
"5709","6433_at","RPS13","YDR064W"
"5710","6434_at","RRG1","YDR065W"
"5711","6435_at","RTR2","YDR066C"
"5712","6436_at","FAL1","YDR021W"
"5713","6437_at","ATG31","YDR022C"
"5714","6438_at","SES1","YDR023W"
"5715","6439_at","FYV1","YDR024W"
"5716","6440_at","NSI1","YDR026C"
"5717","6441_at","VPS54","YDR027C"
"5718","6442_at","REG1","YDR028C"
"5719","6443_at",NA,"YDR029W"
"5720","6444_at","RAD28","YDR030C"
"5721","6445_at","MIX14","YDR031W"
"5722","6446_at","PST2","YDR032C"
"5723","6447_at","MRH1","YDR033W"
"5724","6448_at","LYS14","YDR034C"
"5725","6449_at",NA,"YDR034W-B"
"5726","6450_at","ARO3","YDR035W"
"5727","6451_at","EHD3","YDR036C"
"5728","6452_at","KRS1","YDR037W"
"5729","6453_at","ENA5","YDR038C"
"5730","6454_g_at","ENA5","YDR038C"
"5731","6455_s_at","ENA2","YDR039C"
"5732","6456_at","RSM10","YDR041W"
"5733","6457_at",NA,"YDR042C"
"5734","6458_at","NRG1","YDR043C"
"5735","6459_at","MCD1","YDL003W"
"5736","6460_at","NHP10","YDL002C"
"5737","6461_at","RMD1","YDL001W"
"5738","6462_at","NTH1","YDR001C"
"5739","6463_at","YRB1","YDR002W"
"5740","6464_at","RCR2","YDR003W"
"5741","6465_at","RAD57","YDR004W"
"5742","6466_at","MAF1","YDR005C"
"5743","6467_at","SOK1","YDR006C"
"5744","6468_at","TRP1","YDR007W"
"5745","6469_at",NA,"YDR008C"
"5746","6470_at","GAL3","YDR009W"
"5747","6471_at",NA,"YDR010C"
"5748","6472_at","SNQ2","YDR011W"
"5749","6473_i_at","RPL4B","YDR012W"
"5750","6474_at","PSF1","YDR013W"
"5751","6475_at","RAD61","YDR014W"
"5752","6476_at",NA,"YDR015C"
"5753","6477_at","DAD1","YDR016C"
"5754","6478_at","KCS1","YDR017C"
"5755","6479_at",NA,"YDR018C"
"5756","6480_at","GCV1","YDR019C"
"5757","6481_at","DAS2","YDR020C"
"5758","6482_at","RTK1","YDL025C"
"5759","6483_at","DIA3","YDL024C"
"5760","6484_at",NA,"YDL023C"
"5761","6485_at","GPD1","YDL022W"
"5762","6486_at","GPM2","YDL021W"
"5763","6487_at","RPN4","YDL020C"
"5764","6488_at","OSH2","YDL019C"
"5765","6489_at","ERP3","YDL018C"
"5766","6490_at","CDC7","YDL017W"
"5767","6491_at",NA,"YDL016C"
"5768","6492_at","TSC13","YDL015C"
"5769","6493_at","NOP1","YDL014W"
"5770","6494_at","SLX5","YDL013W"
"5771","6495_at",NA,"YDL012C"
"5772","6496_at",NA,"YDL011C"
"5773","6497_at","GRX6","YDL010W"
"5774","6498_at",NA,"YDL009C"
"5775","6499_at","APC11","YDL008W"
"5776","6500_at","RPT2","YDL007W"
"5777","6501_at","PTC1","YDL006W"
"5778","6502_at","MED2","YDL005C"
"5779","6503_at","ATP16","YDL004W"
"5780","6504_at","SIT4","YDL047W"
"5781","6505_at","NPC2","YDL046W"
"5782","6506_at","MRP10","YDL045W-A"
"5783","6507_at","FAD1","YDL045C"
"5784","6508_at","MTF2","YDL044C"
"5785","6509_at","PRP11","YDL043C"
"5786","6510_at","SIR2","YDL042C"
"5787","6511_at",NA,"YDL041W"
"5788","6512_at","NAT1","YDL040C"
"5789","6513_at","PRM7","YDL039C"
"5790","6514_at",NA,NA
